category,cost,cuisine,featured,location,names,rating,reviews,urls
Quick Bites,Rs. 350,"Street Food,Fast Food,Sandwich,Burger,Desserts",,Lower Parel,"Popular
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/popular-lower-parel
Casual Dining,"Rs. 2,200","North Indian,Mughlai,Chinese,Seafood","Super Seafood,Legendary Outlets","Juhu Residency Boutique Hotel, Juhu","Melting Pot
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/melting-pot-juhu
Casual Dining,"Rs. 1,150","North Indian,Mughlai,Biryani,Kebab",,Fort,"Copper Chimney
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/copper-chimney-1-fort
Casual Dining,Rs. 800,"Parsi,North Indian,Fast Food,Bakery","Legendary Outlets,Irani Cafés,
                                                                                        10% off on your first order
                                        ",Fort,"Jimmy Boy
                                    ","4.3,4.0",,https://www.zomato.com/mumbai/jimmy-boy-fort
Quick Bites,Rs. 300,"Lebanese,Fast Food,Rolls,Italian,Beverages",,Vasai,"Rolls On Coals
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/rolls-on-coals-vasai
"Bar,Casual Dining","Rs. 1,800","Finger Food,North Indian,European,Asian","Where's The Party?,Sunday Brunches,Artisan Cocktails",Kamala Mills Compound,"Younion
                                    ",4.2,"(1,182 Reviews)",https://www.zomato.com/mumbai/younion-lower-parel
Dessert Parlor,Rs. 300,"Desserts,Bakery",,Chembur,"Cake Box
                                    ",4.2,(369 Reviews),https://www.zomato.com/mumbai/cake-box-chembur
Casual Dining,"Rs. 1,900","Italian,Pizza",Best of Mumbai,Powai,"PizzaExpress
                                    ","4.5,3.8",,https://www.zomato.com/mumbai/pizzaexpress-powai
Casual Dining,Rs. 700,"Chinese,North Indian,South Indian,Fast Food,Beverages,Mexican",,"Andheri Lokhandwala, Andheri West","Shabari
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/shabari-andheri-lokhandwala
Casual Dining,"Rs. 1,500","North Indian,Chinese,Desserts,Beverages",,Mira Road,"Hotel Sai Palace Garden
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/hotel-sai-palace-garden-mira-road
Quick Bites,Rs. 600,"Street Food,Fast Food,South Indian,Beverages,Desserts",,Mumbai CST Area,"Badshah
                                    ",4.2,"(1,267 Reviews)",https://www.zomato.com/mumbai/badshah-cst
Café,Rs. 450,"Cafe,Desserts,Fast Food,Beverages",,"7 Bungalows, Andheri West","Whatta Waffle!
                                    ",4.2,"(7,160 Reviews)",https://www.zomato.com/mumbai/whatta-waffle-7-bungalows
Quick Bites,Rs. 200,Maharashtrian,Trending This Week,Dadar West,"Ekadashi Upahargruha
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/ekadashi-upahargruha-2-dadar-west
,Rs. 500,"Pizza,Italian,Fast Food,Desserts",,Kandivali West,"MOJO Pizza - 2X Toppings
                                    ",4.2,(523 Reviews),https://www.zomato.com/mumbai/mojo-pizza-2x-toppings-1-kandivali-west
"Bar,Casual Dining","Rs. 1,800","North Indian,Chinese,Fast Food",Up to 40% OFF,"Manpada, Thane West","The DanSing Bottle
                                    ",4.2,"(1,739 Reviews)",https://www.zomato.com/mumbai/the-dansing-bottle-manpada-thane-west-thane
Casual Dining,"Rs. 1,400","North Indian,Modern Indian",Best of Mumbai,Lower Parel,"SpiceKlub
                                    ","4.5,3.8",,https://www.zomato.com/mumbai/spiceklub-lower-parel
Sweet Shop,Rs. 300,"Mithai,Street Food,Fast Food",,Borivali West,"Murlidhar Sweets And Farsan
                                    ","3.8,4.6",,https://www.zomato.com/mumbai/murlidhar-sweets-and-farsan-borivali-west
Casual Dining,"Rs. 1,000","Continental,Chinese,North Indian,Fast Food,Malwani",,Vasai,"Gold Coin Family Deluxe Restaurant
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/gold-coin-family-deluxe-restaurant-vasai
Café,"Rs. 1,000","Cafe,Continental,Italian,North Indian,Chinese,Beverages",,Khar,"Rare Earth - The Vegan Cafe
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/rare-earth-the-vegan-cafe-khar
Quick Bites,Rs. 550,"Street Food,Chinese,Fast Food,South Indian,Beverages",,Goregaon West,"Sudama Snacks & Juices
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/sudama-snacks-juices-goregaon-west
Bakery,Rs. 300,"Bakery,Desserts",,Byculla,"The Cake House
                                    ",4.2,(272 Reviews),https://www.zomato.com/mumbai/the-cake-house-byculla
,Rs. 800,"North Indian,Biryani,Chinese,Kebab,Mughlai,Rolls",,Malad West,"Curry Culture
                                    ",4.2,"(3,338 Reviews)",https://www.zomato.com/mumbai/curry-culture-malad-west
Quick Bites,Rs. 350,"South Indian,North Indian,Chinese,Street Food,Beverages",,Vile Parle East,"Jeevan
                                    ","3.9,4.4",,https://www.zomato.com/mumbai/jeevan-vile-parle-east
Quick Bites,Rs. 500,"North Eastern,Chinese,Thai",,Santacruz East,"Thotrin Cafe
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/thotrin-cafe-santacruz-east
Casual Dining,"Rs. 1,400","Italian,Continental,Fast Food,Desserts,Beverages",European & Mediterranean,Dadar Shivaji Park,"Terttulia
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/terttulia-dadar-shivaji-park
,Rs. 100,Street Food,,Mulund West,"Bhau Vada Pav
                                    ",4.2,(385 Reviews),https://www.zomato.com/mumbai/bhau-vada-pav-mulund-west
Casual Dining,"Rs. 1,400","Italian,Continental",Legendary Outlets,Fort,"Mocambo Cafe
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/mocambo-cafe-fort
"Casual Dining,Bar","Rs. 1,100","North Indian,Continental,Seafood,Chinese","Sea View,On the Outskirts",Vasai,"Farmhouse Sea N Sand
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/farmhouse-sea-n-sand-vasai
"Casual Dining,Bar","Rs. 1,700","Cantonese,Japanese,Asian",Takeaway & Delivery,"Times Square, Marol","Chimichurri
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/chimichurri-marol
Casual Dining,Rs. 850,"Fast Food,Rolls,Chinese,North Indian",,Prabhadevi,"Home Deli
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/home-deli-prabhadevi
"Casual Dining,Bar",Rs. 900,"North Indian,Chinese,Mughlai",,Azad Nagar,"Courtyard Restaurant & Bar
                                    ",4.2,(762 Reviews),https://www.zomato.com/mumbai/courtyard-restaurant-bar-azad-nagar
"Casual Dining,Bar","Rs. 1,600","American,Italian,Mexican,Salad,Healthy Food",,"Versova, Andheri West","Jamjar Diner
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/jamjar-diner-versova
Bakery,Rs. 750,"Bakery,Desserts",Custom Bakes,"Bandra Talao, Bandra West","Vanilla Beans
                                    ",4.2,"(1,572 Reviews)",https://www.zomato.com/mumbai/vanilla-beans-bandra-talao-bandra-west
Casual Dining,Rs. 850,"Italian,Mexican,Desserts,Pizza",,Mulund West,"Stone Oven
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/stone-oven-mulund-west
Bakery,Rs. 300,"Bakery,Desserts,Street Food",,"Andheri Lokhandwala, Andheri West","Cakers & Cakers
                                    ",4.2,"(1,640 Reviews)",https://www.zomato.com/mumbai/cakers-cakers-andheri-lokhandwala
,Rs. 500,"Biryani,Fast Food",,Mira Road,"The Hakims Kitchen
                                    ",4.2,(410 Reviews),https://www.zomato.com/mumbai/the-hakims-kitchen-mira-road
"Lounge,Pub","Rs. 1,600","Bar Food,North Indian,Biryani,Italian",,"Manpada, Thane West","The Orange Mint
                                    ",4.2,"(1,348 Reviews)",https://www.zomato.com/mumbai/the-orange-mint-manpada-thane-west-thane
Casual Dining,Rs. 700,"American,Continental,Chinese,Beverages",Value For Money,Malad West,"The Honky Tonk
                                    ",4.2,(889 Reviews),https://www.zomato.com/mumbai/the-honky-tonk-malad-west
Casual Dining,Rs. 800,"Chinese,Seafood,Asian",,Prabhadevi,"China Valley
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/china-valley-prabhadevi
Casual Dining,"Rs. 1,000","North Indian,Mughlai",,"De Mall, Veera Desai Area","Northern Tadka
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/northern-tadka-veera-desai-area
Casual Dining,"Rs. 1,300","Chinese,Asian,Thai,Vietnamese,Korean,Tibetan,Momos",Pan-Asian Delicacies,"Oshiwara, Andheri West","BusaGo
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/busago-oshiwara
Bakery,Rs. 300,"Bakery,Desserts,Fast Food",Sweet Tooth,Khar,"Sugar Rush
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/sugar-rush-khar
Dessert Parlor,Rs. 200,"Desserts,Ice Cream,Mithai",,Kalbadevi,"Parsi Dairy Farm
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/parsi-dairy-farm-kalbadevi
Casual Dining,"Rs. 1,200","North Indian,Chinese,Continental,Modern Indian",,Kandivali West,"Rule 34
                                    ",4.2,(344 Reviews),https://www.zomato.com/mumbai/rule-34-kandivali-west
,Rs. 600,"Bengali,Seafood",,Powai,"Oh! Calcutta - Delivery And Takeaway
                                    ",4.2,(113 Reviews),https://www.zomato.com/mumbai/oh-calcutta-delivery-and-takeaway-powai
Casual Dining,Rs. 750,"Chinese,North Indian",,Kalyan,"Heritage
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/heritage-kalyan
Casual Dining,Rs. 600,"Thai,Chinese,Italian",,"Khopat, Thane West","TASCA Oriental Cuisine
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/tasca-oriental-cuisine-khopat-thane-west-thane
Casual Dining,"Rs. 1,600","Italian,Continental,Chinese,Sandwich,Salad,Beverages","Takeaway & Delivery,Best of Mumbai",Ghodbunder Road,"Pop Tate's
                                    ","4.7,3.7",,https://www.zomato.com/mumbai/pop-tates-ghodbunder-road-thane
Quick Bites,Rs. 500,"North Indian,Chinese,South Indian,Street Food,Fast Food,Pizza,Desserts,Beverages",,"7 Bungalows, Andheri West","Blue Park
                                    ","3.9,4.4",,https://www.zomato.com/mumbai/blue-park-7-bungalows
Bakery,Rs. 500,"Bakery,Desserts",,Byculla,"Magdalena
                                    ",4.2,(418 Reviews),https://www.zomato.com/mumbai/magdalena-byculla
Quick Bites,Rs. 700,"Fast Food,Italian,Burger",Kickass Burgers,Mahim,"Munch
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/munch-mahim
"Casual Dining,Bar",Rs. 700,"Continental,Chinese,North Indian",,"Pali Hill, Bandra West","PJ's
                                    ",4.2,"(1,154 Reviews)",https://www.zomato.com/mumbai/pjs-pali-hill-bandra-west
Casual Dining,Rs. 650,"South Indian,Kebab,North Indian",,Mahim,"Ab's Lunch Home
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/abs-lunch-home-mahim
,Rs. 400,"Healthy Food,North Indian,Biryani,Continental,Desserts",,Chembur,"eat.fit
                                    ",4.2,(97 Reviews),https://www.zomato.com/mumbai/eat-fit-chembur
Casual Dining,Rs. 800,"North Indian,Street Food,Mughlai,Desserts",Takeaway & Delivery,Fort,"Oye Kake
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/oye-kake-fort
Casual Dining,"Rs. 1,800","Finger Food,Mexican,Italian,Continental,Pizza,Asian",,"Hill Road, Bandra West","Kaitlyn's
                                    ",4.2,(429 Reviews),https://www.zomato.com/mumbai/kaitlyns-hill-road-bandra-west
"Dessert Parlor,Bakery",Rs. 500,"Desserts,Bakery,Coffee",Best of Mumbai,"Andheri Lokhandwala, Andheri West","The Boston Cupcakery
                                    ","4.5,3.8",,https://www.zomato.com/mumbai/the-boston-cupcakery-andheri-lokhandwala
"Dessert Parlor,Bakery",Rs. 400,"Bakery,Desserts",Sweet Tooth,Mira Road,"International Baking Company
                                    ",4.2,"(1,127 Reviews)",https://www.zomato.com/mumbai/international-baking-company-mira-road
Casual Dining,Rs. 800,"Gujarati,Rajasthani,Desserts","Regional Favorites,Terrific Thalis",Charni Road,"Golden Star Thali
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/golden-star-thali-charni-road
"Bakery,Quick Bites",Rs. 300,"Bakery,Fast Food,Desserts",,Churchgate,"210 Degrees
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/210-degrees-churchgate
"Casual Dining,Bar","Rs. 1,300","Chinese,North Indian,Mughlai",,Powai,"Mantra Dining Bar
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/mantra-dining-bar-powai
Quick Bites,Rs. 700,"Fast Food,Rolls,Beverages,Desserts",,Mulund West,"R Steam Hot
                                    ","4.3,4.0",,https://www.zomato.com/mumbai/r-steam-hot-mulund-west
"Beverage Shop,Quick Bites",Rs. 250,"Beverages,Desserts,Fast Food",,"Naupada, Thane West","Gargi's Milkshakes
                                    ","3.8,4.5",,https://www.zomato.com/mumbai/gargis-milkshakes-naupada-thane-west-thane
Café,Rs. 500,"Healthy Food,Continental,Cafe,North Indian",,"Naupada, Thane West","Everyday Anday
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/everyday-anday-naupada-thane-west
Casual Dining,"Rs. 1,400","North Indian,Chinese,Fast Food,Seafood,Kebab,Beverages",Legendary Outlets,"Naupada, Thane West","Monis Bar and Restaurant
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/monis-bar-and-restaurant-naupada-thane-west
Casual Dining,"Rs. 1,500","Mediterranean,Spanish,Pizza,Italian,South Indian,Beverages",Boozy Bars,"Andheri Lokhandwala, Andheri West","Loco Loca
                                    ","4.3,4.0",,https://www.zomato.com/mumbai/loco-loca-andheri-lokhandwala
"Casual Dining,Bar","Rs. 2,000","North Indian,Awadhi","
                                                                                        20% off on all orders above ₹499
                                        ","Hotel King's International, Juhu","The Butler And The Bayleaf
                                    ",4.2,(261 Reviews),https://www.zomato.com/mumbai/the-butler-and-the-bayleaf-juhu
Café,"Rs. 1,000","Cafe,Italian,American,Beverages,Desserts,Salad",,"Hiranandani Estate, Thane West","Aromas Cafe
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/aromas-cafe-hiranandani-estate-thane-west
Casual Dining,Rs. 500,"Chinese,Asian,Thai",,Nalasopara,"Hot & Spice
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/hot-spice-nalasopara
Dessert Parlor,Rs. 150,"Desserts,Ice Cream","
                                                                                        10% off on all orders above ₹99
                                        ",Sion,"Delight Punjabi Kulfi and Cold Drink House
                                    ",4.2,(655 Reviews),https://www.zomato.com/mumbai/delight-punjabi-kulfi-and-cold-drink-house-sion
Dessert Parlor,Rs. 500,"Desserts,Ice Cream",,Kandivali West,"Dessertino
                                    ","4.3,4.0",,https://www.zomato.com/mumbai/dessertino-kandivali-west
Casual Dining,"Rs. 1,500","North Indian,Chinese,Mexican,Continental",,Ghatkopar East,"BouganVilla
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/bouganvilla-ghatkopar-east
Casual Dining,"Rs. 1,200","European,Mexican,Italian","European & Mediterranean,Best of Mumbai,
                                                                                        20% off on your first order
                                        ",Nariman Point,"Spesso Gourmet Kitchen
                                    ","4.5,3.9",,https://www.zomato.com/mumbai/spesso-gourmet-kitchen-nariman-point
Fine Dining,"Rs. 4,500","Continental,Italian,North Indian,Asian,Japanese",Sneak Peek Mumbai,"Hyatt Regency Mumbai, Andheri","Glasshouse - Hyatt Regency Mumbai
                                    ",4.2,(645 Reviews),https://www.zomato.com/mumbai/glasshouse-hyatt-regency-mumbai-chakala
Quick Bites,Rs. 450,Fast Food,,Vile Parle East,"The Good Food Co.
                                    ","4.3,4.0",,https://www.zomato.com/mumbai/the-good-food-co-vile-parle-east
Bar,"Rs. 1,300","Modern Indian,North Indian,Chinese,Continental,Beverages",,Sakinaka,"The Bigg Small Cafe + Bar
                                    ",4.2,(408 Reviews),https://www.zomato.com/mumbai/the-bigg-small-cafe-bar-sakinaka
Casual Dining,"Rs. 1,700","North Indian,Mughlai",,"Viviana Mall, Majiwada, Thane West","The Yellow Chilli
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/the-yellow-chilli-majiwada-thane-west
"Dessert Parlor,Bakery",Rs. 400,"Desserts,Bakery,Fast Food,Beverages,Italian","
                                                                                        15% off on all orders
                                        ",Mira Road,"Caek Cafe
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/caek-cafe-mira-road
Fine Dining,"Rs. 6,500",North Indian,,"The Taj Mahal Palace, Colaba","Masala Kraft - The Taj Mahal Palace
                                    ",4.2,(623 Reviews),https://www.zomato.com/mumbai/masala-kraft-the-taj-mahal-palace-colaba
Dessert Parlor,Rs. 300,"Ice Cream,Desserts,Beverages",,"Upvan, Thane West","Amul Ice Cream Parlour
                                    ","3.8,4.5",,https://www.zomato.com/mumbai/amul-ice-cream-parlour-upvan-thane-west-thane
Dessert Parlor,Rs. 300,"Frozen Yogurt,Desserts",,"Hill Road, Bandra West","Myfroyoland
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/myfroyoland-1-hill-road-bandra-west
"Bar,Casual Dining","Rs. 2,500","Continental,Italian,North Indian",,"Andheri Lokhandwala, Andheri West","Barrel & Co.
                                    ",4.2,"(2,360 Reviews)",https://www.zomato.com/mumbai/barrel-co-andheri-lokhandwala
Quick Bites,Rs. 100,"Fast Food,Street Food",,Vile Parle East,"Paresh Missal
                                    ",4.2,(333 Reviews),https://www.zomato.com/mumbai/paresh-missal-vile-parle-east
,Rs. 550,"Chinese,Seafood",,Powai,"Shanghai Kitchen
                                    ",4.2,(226 Reviews),https://www.zomato.com/mumbai/shanghai-kitchen-1-powai
Quick Bites,Rs. 200,Fast Food,,"Hill Road, Bandra West","Cafe Andora
                                    ",4.2,(528 Reviews),https://www.zomato.com/mumbai/cafe-andora-hill-road-bandra-west
Café,Rs. 800,"Cafe,Italian,Mexican,American,Beverages,Continental",,Vashi,"Contigo
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/contigo-1-vashi-navi-mumbai
Bakery,Rs. 400,"Bakery,Desserts",,Dahisar East,"Lucibello's
                                    ",4.2,(72 Reviews),https://www.zomato.com/mumbai/lucibellos-dahisar-east
,Rs. 50,Street Food,,Goregaon West,"A1 Samosa
                                    ",4.2,"(1,136 Reviews)",https://www.zomato.com/mumbai/a1-samosa-goregaon-west
Casual Dining,Rs. 650,"Malwani,Maharashtrian,Seafood",,Parel,"Shree Datta Boarding
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/shree-datta-boarding-parel
Bar,"Rs. 2,000","Modern Indian,Pizza,Continental",Artisan Cocktails,"Atria Mall, Worli","South Bombay Bar
                                    ",4.2,(656 Reviews),https://www.zomato.com/mumbai/south-bombay-bar-worli
,Rs. 300,"Sandwich,Fast Food,Healthy Food",,"Pali Hill, Bandra West","Sandwizzaa
                                    ",4.2,(119 Reviews),https://www.zomato.com/mumbai/sandwizzaa-pali-hill-bandra-west
,Rs. 500,"Mithai,Street Food",,Girgaum,"Trupti
                                    ",4.2,(265 Reviews),https://www.zomato.com/mumbai/trupti-girgaum
Bakery,Rs. 200,"Bakery,Desserts",,Malabar Hill,"Cakes N More
                                    ",4.2,(134 Reviews),https://www.zomato.com/mumbai/cakes-n-more-malabar-hill
Casual Dining,Rs. 800,"Chinese,North Indian,Continental",,Juhu,"Utsav Restaurant
                                    ","3.9,4.4",,https://www.zomato.com/mumbai/utsav-restaurant-juhu
Casual Dining,Rs. 500,"North Indian,Mughlai,Biryani",Kebab Places,Mahakali,"Kebab Corner
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/kebab-corner-mahakali
"Dessert Parlor,Quick Bites",Rs. 500,"Desserts,Fast Food,Beverages",,"Hill Road, Bandra West","The Dough Code
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/the-dough-code-hill-road-bandra-west
Casual Dining,Rs. 900,"North Indian,Chinese,Seafood",,Matunga East,"Durga Restaurant And Bar
                                    ",4.2,(563 Reviews),https://www.zomato.com/mumbai/durga-restaurant-and-bar-matunga-east
Fine Dining,"Rs. 4,000","North Indian,European,Japanese,Asian",,"Trident, Bandra Kurla Complex","O22 - Trident
                                    ",4.2,(441 Reviews),https://www.zomato.com/mumbai/o22-trident-bandra-kurla-complex
Casual Dining,Rs. 600,"Mughlai,North Indian,Seafood",Legendary Outlets,Colaba,"Olympia Coffee House
                                    ",4.2,"(1,064 Reviews)",https://www.zomato.com/mumbai/olympia-coffee-house-colaba
Bakery,Rs. 350,"Bakery,Desserts",,Kopar Khairane,"Fresh Cakes & Breads
                                    ",4.2,(658 Reviews),https://www.zomato.com/mumbai/fresh-cakes-breads-1-kopar-khairane-navi-mumbai
,Rs. 300,North Indian,,Near Andheri East Station,"Khana Taiyyar Hai
                                    ",4.2,(312 Reviews),https://www.zomato.com/mumbai/khana-taiyyar-hai-near-andheri-east-station
Casual Dining,"Rs. 1,400","Pizza,Asian,Modern Indian,Italian,Momos,Sushi",,Powai,"Episode One
                                    ",4.2,(314 Reviews),https://www.zomato.com/mumbai/episode-one-powai
Bakery,Rs. 800,"Bakery,Desserts",Sweet Tooth,Chembur,"El Postre: The Little Baking Station
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/el-postre-the-little-baking-station-chembur
,Rs. 500,"Desserts,Beverages",,Malad West,"The Pancake Story
                                    ",4.2,(316 Reviews),https://www.zomato.com/mumbai/the-pancake-story-malad-west
Casual Dining,Rs. 800,Sri Lankan,,"Pali Hill, Bandra West","Hoppumm
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/hoppumm-pali-hill-bandra-west
Bakery,Rs. 250,"Bakery,Desserts","
                                                                                        17% off on all orders above ₹250
                                        ",Sakinaka,"O Cakes
                                    ",4.2,(534 Reviews),https://www.zomato.com/mumbai/o-cakes-sakinaka
Café,"Rs. 1,200","Cafe,Continental,Italian,Desserts",Best of Mumbai,"Oshiwara, Andheri West","The Homemade Cafe
                                    ","4.5,3.8",,https://www.zomato.com/mumbai/the-homemade-cafe-oshiwara
"Casual Dining,Café","Rs. 1,500","Cafe,Healthy Food,French,Salad","Great Coffee,Healthy Eats","Pali Hill, Bandra West","Suzette Creperie & Cafe
                                    ",4.2,"(1,244 Reviews)",https://www.zomato.com/mumbai/suzette-creperie-cafe-pali-hill-bandra-west
,Rs. 450,"Healthy Food,Salad,Sandwich,Wraps,Juices",,Vasai,"EatRight
                                    ",4.2,(691 Reviews),https://www.zomato.com/mumbai/eatright-vasai
Dessert Parlor,Rs. 350,"Ice Cream,Desserts",,Kandivali West,"Brain Freeze Ice Cream & Desserts
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/brain-freeze-ice-cream-desserts-kandivali-west
Bakery,Rs. 250,Bakery,,Juhu,"House Of Cookies
                                    ",4.2,(195 Reviews),https://www.zomato.com/mumbai/house-of-cookies-juhu
Casual Dining,Rs. 250,"South Indian,North Indian",Legendary Outlets,Matunga East,"Cafe Mysore
                                    ",4.2,"(1,464 Reviews)",https://www.zomato.com/mumbai/cafe-mysore-matunga-east
,Rs. 200,Healthy Food,,Chembur,"Khichdi Wala
                                    ",4.2,(286 Reviews),https://www.zomato.com/mumbai/khichdi-wala-chembur
Pub,"Rs. 1,700",Finger Food,,Juhu,"Copa
                                    ",4.2,"(3,595 Reviews)",https://www.zomato.com/mumbai/copa-juhu
Fine Dining,"Rs. 3,300","Gujarati,Rajasthani,South Indian,North Indian",,"Sofitel, Bandra Kurla Complex","Tuskers - Sofitel
                                    ",4.2,(846 Reviews),https://www.zomato.com/mumbai/tuskers-sofitel-bandra-kurla-complex
,Rs. 800,"Asian,Chinese,Thai,Korean",,"Linking Road, Bandra West","Bowl Baby Bowl
                                    ",4.2,(916 Reviews),https://www.zomato.com/mumbai/bowl-baby-bowl-linking-road-bandra-west
"Casual Dining,Bar",Rs. 700,"North Indian,Chinese",,Kandivali West,"Liberty La Classique
                                    ",4.2,(506 Reviews),https://www.zomato.com/mumbai/liberty-la-classique-kandivali-west
"Bar,Casual Dining","Rs. 1,700","North Indian,Continental,Chinese,Italian,Malaysian",Beer in a Bar,Vikhroli,"Global Quarters
                                    ",4.2,(515 Reviews),https://www.zomato.com/mumbai/global-quarters-vikhroli
Fine Dining,"Rs. 3,500","American,Mediterranean,Italian,European",,Khar,"Olive Bar & Kitchen
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/olive-bar-kitchen-khar
Microbrewery,"Rs. 1,600","Modern Indian,Italian,American",Best of Mumbai,Lower Parel,"Toit
                                    ","4.5,3.9",,https://www.zomato.com/mumbai/toit-lower-parel
Dessert Parlor,Rs. 500,Desserts,,Mira Road,"Cakes & Crackers
                                    ",4.2,(223 Reviews),https://www.zomato.com/mumbai/cakes-crackers-2-mira-road
"Dessert Parlor,Bakery","Rs. 1,500","Desserts,Bakery",,"The Taj Mahal Palace, Colaba","La Patisserie - The Taj Mahal Palace
                                    ",4.2,(313 Reviews),https://www.zomato.com/mumbai/la-patisserie-the-taj-mahal-palace-colaba
Bakery,Rs. 250,"Desserts,Bakery",,Kopar Khairane,"The Bakewell Bakery & Patisserie
                                    ","3.9,4.4",,https://www.zomato.com/mumbai/the-bakewell-bakery-patisserie-kopar-khairane-navi-mumbai
,Rs. 300,"Bakery,Desserts,Beverages",,Ghatkopar East,"Jeden - The Cake Expert
                                    ",4.2,(65 Reviews),https://www.zomato.com/mumbai/jeden-the-cake-expert-ghatkopar-east
,Rs. 700,"Biryani,North Indian,Mughlai",,Virar,"Behrouz Biryani
                                    ",4.2,"(1,259 Reviews)",https://www.zomato.com/mumbai/behrouz-biryani-virar
"Casual Dining,Bar","Rs. 1,600","Modern Indian,Mexican,Italian",,Vashi,"Vilayati
                                    ",4.2,(593 Reviews),https://www.zomato.com/mumbai/vilayati-vashi-navi-mumbai
,Rs. 250,"Desserts,Bakery,Beverages",,Khar,"ButterCream Buddha
                                    ",4.2,(62 Reviews),https://www.zomato.com/mumbai/buttercream-buddha-khar
,Rs. 500,"Mangalorean,Fast Food,Chinese,North Indian",,Mahakali,"Hungry Headz
                                    ",4.2,"(1,991 Reviews)",https://www.zomato.com/mumbai/hungry-headz-mahakali
Casual Dining,Rs. 650,"Biryani,North Indian,Mughlai","Kebab Places,Best of Mumbai",CBD-Belapur,"Birista - Biryanis & Kebabs
                                    ","4.5,3.8",,https://www.zomato.com/mumbai/birista-biryanis-kebabs-cbd-belapur-navi-mumbai
Fine Dining,"Rs. 2,500","Chinese,North Indian,Seafood",Kebab Places,Malad West,"Garden Court Restaurant
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/garden-court-restaurant-malad-west
,Rs. 300,North Indian,,Nalasopara,"Home Made Paratha
                                    ",4.2,(350 Reviews),https://www.zomato.com/mumbai/home-made-paratha-nalasopara
Quick Bites,Rs. 200,"Maharashtrian,Fast Food",,Mumbai CST Area,"Aram
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/aram-cst
Bakery,Rs. 200,"Bakery,Desserts",,Malad West,"Banglore Iyanger's Bakery
                                    ",4.2,(235 Reviews),https://www.zomato.com/mumbai/banglore-iyangers-bakery-malad-west
Bakery,Rs. 350,Bakery,,"Hill Road, Bandra West","La Braco
                                    ",4.2,(460 Reviews),https://www.zomato.com/mumbai/la-braco-hill-road-bandra-west
Beverage Shop,Rs. 400,"Beverages,Desserts,Ice Cream",,"Vasant Vihar, Thane West","Keventers - Milkshakes & Ice Creams
                                    ",4.2,"(1,126 Reviews)",https://www.zomato.com/mumbai/keventers-milkshakes-ice-creams-vasant-vihar-thane-west-thane
"Casual Dining,Bar","Rs. 1,700","South Indian,Chettinad,Hyderabadi,Andhra,Kerala",,Mahim,"Dakshin Culture Curry
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/dakshin-culture-curry-mahim
